BV1VA411w7jG 【亮记生物鉴定】网络热传生物鉴定34
BV1rS4y1d7Kn 湖南长沙市 全民阻击加拿大一支黄花，黄花过后寸草不生，还是要当心啊#加拿大一枝黄花 #一枝黄花 #物种入侵#植物#植物科普#中草药
BV1G341187jt 探险家们在南极待了14个月，大脑发生巨变，真相究竟是什么？
BV17P4y1a7jY 为什么很多人都喜欢“7”？一个天生被宠坏的数字！
BV1mQ4y1S7dD t位的秘密
BV1zL4y1q7cd 蝴蝶鳞片的显微影像
BV1jr4y1C7ii 手太阴肺经——穴位定点图解
BV1Kq4y1r72i 她在国际上被称为“中国草”——苎麻。
BV1f341187Rq 经常憋尿会怎么样？
BV1Gh411b7RW 胃胀以为炎症仨月后却查出癌，女儿哽咽：不做手术有治愈的希望吗
BV1ZU4y1c7MG JF-17&quot;枭龙&quot; - 最新宣传片
BV1Zb4y1h7nE 做到这几点，那你减肥就已经成功一大步了
BV1Rr4y1k79U 人类身体的20个很酷事实
BV1UL411G7gj （2021/10/20）你不知道的，漢堡存在的真正原因 老高與小茉 Mr &amp; Mrs Gao
BV1ZP4y1h77Z 【科普】月上一天，地上一月？一期关于月球的小知识
BV1rh411b7AD 糖尿病疫苗来了，打一针就能告别降糖药？听听医生怎么说
BV1WL4y1v7NL 紧急制动？电梯如何从源头保障你的生命安全？
BV1FL41147d9 探寻海中极光的秘密 | 你永远想象不到生命有多少种色彩～
BV1WU4y1F7bm 最前沿的125个科学问题|Science发布~各位随便选一个吧
BV1JT4y1d71M 【直播1023】环节动物演化史补完 （有字幕）
BV11Y411x7SA 玩战术不知道这个潮牌就out啦
BV1CL4y1q7FN 3种便宜蔬菜是幽门螺杆菌“强敌”，每天多吃几口，胃一天比一天强壮，老胃病无处隐藏！
BV1yL411s7pT （搬运）【老高与小茉】20211006- 千萬不要拖我的後腿【猫哥没猫】
BV1R34y1977o 从最微小的粒子到最大的宇宙
BV1yv411w7rh 【苏-33战斗机】现役最大的舰载战斗机，外挂载荷高达6500公斤，苏霍伊的巅峰之作!
BV1rQ4y1r7kG 蹭一蹭、安全期、体外She精这些避孕措施靠谱吗？
BV1ZM4y1378E 研究发现地球系统存在新的临界点，并触发了5500万年前的极端气候变化
BV1Tf4y1g7n3 作死实验：用闪电雕刻玻璃？
BV1W3411C7sR 北京中心城区人口外流？北京市各区常住人口和近十年人口增减变化
BV15Q4y1r7bp 12岁男孩骨瘦如柴竟是罕见基因病？脊柱侧弯手术也困难重重
BV1kU4y1P7SC 修一条亏几亿，全世界地铁都在赔钱，为何各大城市还越亏越建？
BV15Q4y1z7Hf 农药之王百草枯，它会给你后悔的时间，但不会给你活命的机会！
BV133411q7tG 【胜红蓟】霍香蓟，入侵物种，可以止血！
BV1Hf4y1K7sb 【Zach数学系列】你总能用 10 个同样大小（不重叠）的硬币覆盖 10 个点吗？（合集见视频列表）
BV1tR4y1H7mt 简单好玩的小实验，在家就能做，学会可以拿去炫耀了！
BV1WL411x7Nq 3天75例！入境38天转阳，多名学生感染，这次的福建疫情有点“怪”
BV1Zv411w74F 辣 条 放 大
BV1sR4y1H7kz 【中国空间站】神舟十三号航天员顺利进驻中国空间站 全程回放（1080P）
BV1964y187Vx 永动机
BV1Hh411p7q5 广东省上空现“天兵天将”，排列整齐缓慢移动，平行宇宙真存在？
BV1CQ4y1C7LE 2021莫斯科航展SU-57隐身战机单机飞行表演，展现强大的机动能力
BV1Hq4y1P7VW 千万别以为眼见为实...
BV1jf4y1g7QL 三体技术被中国人突破了？从空气中提取粮食，未来可能掀起新的农业革命
BV1zR4y1n7Px 这是一张星空的图片，如何从仅有的线索中找出它的具体位置，推算出它的大致时间？
BV1D64y1h7AB 诡异的天王星，为什么要“躺着”转？
BV1Bq4y1G7S5 22亿年前地球上曾经出现过高等文明，人类并不是地球的原住民？
BV1qq4y1u7gz 马蜂小小的体内也有寄生虫？养蜂人帮它拔出来后，感觉身体被掏空！
BV1cf4y1E7Fy 鉴别网络未知物体46：4种你可能见过，但不知道是什么的奇怪物体
BV1rR4y1x7cd 全球最危险的风暴！-超级单体雷暴观测指南
BV1a34y1U75W 随机抽查！就现在，你穿对内衣了吗？
BV1b44y1x76f 身体有这几种感觉就是纵欲过度了
BV1VL4y1q79i 藏在内衣中的神秘材料
BV1W3411q7Hh 舍友易受惊是他的错吗？
BV1TR4y1E7gR 【未定省界】沿海省份之间岛屿争议有多少？
BV1BP4y1t7Sv 头上扣出的白泥是什么？对身体有危害吗
BV1DU4y1u7kQ 液压反击式破碎机
BV1V44y1Y7JS 【指针的秘密】这可能是最好懂的C语言指针讲解?!
BV1EF411a7UL 【野采】去三亚的海边找小动物
BV13M4y1G7zK 外国护士小姐姐，如何给病人插导尿管的？ 和国内护士有什么区别？
BV1nT4y1o7jv 最毒蘑菇不是红伞伞白杆杆
BV1n34y1S76z 撕倒刺的正确姿势～
BV1EQ4y1k7da 越胖的人丁丁就越小？
BV1Pv411g7Ha 《知之》014-ITER的目标是什么？进展如何？可控核聚变(4)-Neo
BV1y3411k7Sb 自学中医 终极自愈 （五） 各种术法的核心
BV1S64y1b7VR 把显微镜头对准这种藻，感受到压力时它们竟会“脸红”？
BV1p34y1d7Pv 15岁男孩发育过小，欲吃雄激素药丸改善，男科专家当场摇头！
BV1EL411G7Pz 《新知》对话 · 曹则贤 | 以“理”服人
BV1V44y1t772 一张纸只能对折7次~8次吗？指数增长的速度有多可怕？
BV1BQ4y1q7Vz 手枪星：隐藏在尘埃深处的银河最亮恒星之一，亮度是太阳数百万倍
BV16w411f7ns 这3种水果堪称天热伟哥，常吃提高性能力！
BV1GM4y1G754 改变世界格局的材料之王
BV1qQ4y1S7NR 剑网3项目团队集体看中医？！
BV1sP4y1b7ER 虽不难但有启发性的几何问题，求角度
BV1V3411b7y8 A型恒星的历史
BV1Mu411o7n7 天文博士解读星座学的”奧秘”: 为何星座运势这么准？水逆是怎么来的？
BV1aU4y177aD 白天鹅对枪骑兵，冰与火之歌
BV1nv41137V5 聊聊《生物多样性公约》的来历，以及最近经常被问到的问题
BV1wb4y1B787 经常掰手指关节，会对健康有什么影响吗？
BV1KL41137W8 假如你盯着太阳看一天，会发生什么？
BV1gL4y187j4 不会动的水流，不动的其实是速度分布，而不是水
BV1Sf4y1E79n 北极无法生火，那里的原住民是怎么吃饭的？
BV1eR4y1t7hN 北极冰运到非洲？这事还真有人干！
BV1qf4y177ZD 与美国历史相似的巴西，为什么成不了超级大国，而美国却成功了？
BV1iq4y16727 光子嫩肤，你想做，我还不一定推荐（哪些人不适合光子嫩肤？
BV1Nf4y1n7wj F型恒星的历史（质量1.31）
BV1Xv41137eA 歼20飞临珠海航展预演，帅气夺目！
BV1tU4y1N7UX 城市摩天大楼数量1955-2021，广西南宁：先让你们跑半个世纪！
BV1TP4y1a7Ri 德国：这是对我们最无情地侮辱，美国依旧是那个混账美国！
BV1L34y1m7wo 福建将放生20只华南虎，它们会吃人吗人在野外遇到该如何自救？
BV1E3411b7UA 糊涂！以后可不许这样拉屎啦！
BV1ab4y1t7oA 【寄生虫】蠕形螨：我要让所有人知道，你脸上这块油田被我承包了！
BV1t3411t7jD 传说中的三大穿越宝典，真有那么神吗？
BV1YU4y1g7uZ 16万1公斤！世界上最贵的辣椒，种出来了！
BV1Lq4y1S7og 29岁新婚女子尿路感染，带着详细记录秘密求医，医生提1点建议！
BV1Y44y1b7u9 【科普观】1980年，美国人用36厘米粗钻头把湖捅漏，130亿升湖水瞬间干涸！
BV1dP4y1V7Aj 我国四川发现&quot;白色石油&quot;，价值比稀土珍贵，日本不惜代价妄图全收
BV1WQ4y1r7Ee 急诊科的一天
BV1mP4y1t7si 前往地球中心的旅行，超出你想象的地下世界！ 老高与小茉 From Youtube
BV1Mh41187kb 外阴瘙痒很多年，白带检查却没有问题，我可太难了……
BV1Nq4y1G7fW 当秋收遇见冬雪
BV1sb4y1b7Cp 【皮肤科】什么操作最容易让你烂脸？4个案例告诉你
BV16R4y1p7gL 动物眼中的世界是什么样的？
BV15f4y1n7tP 防空气球的运作演示
BV1cT4y1f7hB 洗头要洗到什么程度，才算是洗干净？
BV1Rq4y1P76B 【回放】杨振宁先生学术思想研讨会
BV1Xf4y177Jg 据说不节食也能减肥？我测试了碳水阻断剂，结果竟然…【转发给闺蜜】
BV1NP4y1V75F 近视了，眼镜可以偶尔戴一戴吗？
BV1264y1h7XW 【医学科普】最全面的痤疮痘痘临床诊疗方案（下）|预防、维持、治疗、修复全程指导
BV1544y1e74v 【飞哥化学】你闻过二氧化硫吗？
BV1Jh411p7Fo 【叁德】一个词改变你的记忆
BV1Cq4y1G7ux 25岁小伙患肾衰，媳妇要离婚
BV1ib4y1y7n9 大王乌贼为什么没有人吃
BV1bP4y1j7hz 来自杨老师的韩剧飘雪——喷雾实验
BV1Jf4y1M7n5 看到可爱的东西就忍不住想rua~
BV1hL411x7p3 [宇宙战争理论]太空航行与作战技术导论（翻新版）第一节 太空航行推进技术
BV1gf4y1J7xZ 欢迎挑战复杂的四次方程 x^4+4x-1=0
BV1UQ4y1m7qi 为什么船员宁愿脱水，也坚决不喝海水？蒸干的海水给出了答案
BV1tr4y127uE 拜登无能，美国98岁政治家艰难出山：若美国倒下，有4国会变危险
BV1SQ4y1m7zh 理发店为啥要用三色灯柱？
BV1X3411C7ei 我装备这么全，还看不出你这小石头的真假？
BV1h3411k7F6 古人便后用什么擦干净？
BV1Hr4y1k7GX 当你凝视深空的时候，7亿光年外的一张宇宙“鬼脸”也在凝视着你
BV1Bh411H7YX 囤猪皮？把猪皮移植到人身上治疗烧伤，这样居然都行！@油兔不二字幕组
BV1Dg411K7ip 2021电赛F题送药小车全部任务1-6
BV1SL41137LB 神十三延迟发射时间？空间站虚拟新构型公布，网友：我们等得起！
BV1Kb4y127bi 中国40年的心血，即将被消灭的沙漠，如今却被“他们”毁于一旦
BV1Bq4y1f7Mv 【科普】这些航天上的冷知识，你都知道多少？
BV1Hf4y1J7J7 如果核弹在城市中心爆炸，你至少在距离多远的地方才能幸存下来？
BV1PT4y1d78f 为什么我们总会被“耳虫”洗脑？
BV1rF411a7bA 补肾吃什么？这4种食物要常吃
BV1eb4y1t7nJ 总有饥饿感，查出胃炎，上网查询竟是癌前病变，患者：我害怕得癌
BV1gU4y1F7Cf 植物有没有意识不清楚，但是植物是有“智能”的，这真不是玄学
BV1TL4y167kG 【如何过得爽】过去可以被改变的真正原因，被讨厌的勇气
BV1Yq4y1N7ie 弟弟的正确清洗方法，看这里就够了
BV1Bq4y1o7kj 生命究竟是怎样起源的？最新的研究成果让我们没有了答案
BV1xr4y1Q7b3 让人讨厌的打嗝，其实曾经对你来说至关重要
BV1eL411G7bY 【飞哥化学】化学老师眼中的鬼火
BV1sq4y1P7xd 宇宙线到底是什么？最强探测装置LHAASO！
BV1R34y1D7U2 第一次时间不理想，女朋友欲望强还想要！第二次时间会长吗？
BV1XQ4y1C7bK 古人来大姨妈竟将它放入体内，能好用吗？
BV1qY411x7wY 【色彩重铸】23 不稳定的砖红与蓝灰
BV1eh411b71m 钻石星球Lucy，宇宙中最富有的星球，遍地都是钻石
BV1Nr4y127MA 数学书中没讲到的几何推证，背后居然.......
BV1fq4y1N7om 【漫话天宫】航天员拆快递的那些事
BV19M4y137YE 长在白蚁窝里的菌类，一斤价格高达10万，为何挖到的人都不愿卖？
BV1xP4y1L7Rj 全球五大奇异事件，科学无法否认，又无法证实，你遇到过吗？
BV1mU4y1g7Bt 【颜纠所】不二次清洁，我竟然爆豆了！
BV15q4y1S7Vc 别总担心得胃癌，权威说法告诉您，这五类人群才真正是胃癌高危人群！
BV1Z64y1h7PE 补鱼油有好处吗？
BV1AU4y1N7ne 20万只粉红椋鸟增援新疆，“灭蝗大战”进入白热化，蝗虫还够吃吗？
BV1Ph411H7dP 盘点龙芯中科20年经历的四个“五年规划”
BV1tb4y1b7PC O型恒星的历史 【黑洞】
BV1Xq4y1z7R3 因意见不同患者和家属现场互怼，患者：我怕手术后肿瘤扩散会更快
BV1HR4y1p7qA 你家最被忽视的装修材料，为什么是它
BV1fQ4y1S757 证人的记忆效应：目击证人的证词也不是一定可靠的
BV1hf4y1g7PZ 【局部解剖学】--胃的血管和神经分布
BV14q4y1R7Ra 【MIT 6.849】几何折叠算法—强烈推荐！非常有趣的折纸课(完结)
BV1LL4y1W79x 火星上疑似残骸遗迹（来源美国毅力号）
BV17Q4y1z7zr 冰岛火山又喷发
BV1kL4y187nF 人工孵化小鸡全过程
BV1yP4y1h7kv 悠悠球抛出后，为什么能自动回到手里？慢镜头下揭开真相
BV1gP4y1j76f 1.8亿年的霸者神话，远古时代的鲟——鲟形目演化史补完
BV1i44y1i7KV 稀有的性取向
BV1X341187bQ 事情闹大？乌克兰多次“作死”后发现，俄军已在27公里外
BV1Sv411u7G1 一些生物化学总结的洗脑循环
BV1or4y1k7Zz 东北敢把政府设在“郊区”的城市，厉害了！凭什么养活14亿人口？
BV1VQ4y1z7yP 大气压捏扁油桶
BV1C44y1e7FK 【疑案系列】真实发生过的三个离谱事件|这就是为什么不应该说谎
BV1J341127f3 【长弓硬核】第37期：日不落余晖 印度航母发展之维拉特号①
BV1vU4y1g7AF 汽车制动主缸，在刹车时能产生强大的液态压力，它是如何工作的？
BV1nb4y1h7Zu 全球主要汽车厂商市值对比，猜猜最高的是谁
BV1dQ4y1k7fy 【抑郁症】这4种有毒的家庭模式，会养成抑郁的孩子，父母必须注意！
BV1ff4y1j74f 【中医】徐文兵：做对三点，吃坚果才能更益你！
BV163411C7Bs 这样的桩基施工见过吗？，能猜到做什么工程吗
BV11L411t7nr 为何类星体已是“过去之物”？
BV1x3411879B 如果人类的皮肤是透明的会怎样？这也太直观了！@油兔不二字幕组
BV17r4y1k756 百万粒子的反射，不同的轨迹，相同的归宿
BV1p3411t7qn 宇宙中有声音吗？太阳系各个行星是什么声音？
BV1rR4y1J7RM 科学小实验
BV1eM4y1g7Rs 中国强势打破技术瓶颈，造出世界顶级柴油机，让美日德惊叹不已
BV1qF411a7Fy 72岁！中国科学院生日快乐！
BV1t341117z6 巴雷特能不能干死鲸鱼下
BV1D34y197NB 盐是怎么制作的？咸水湖制盐不仅可以食用，有的用途很少人会知道
BV1vv41137KQ 世界上最大的直升机米26起飞流程实拍 机身细节一览无余
BV1eq4y1T7ms 美国911事件20周年，什么导致了2996人遇难？第四架客机去哪了？
BV1nQ4y1C7rD 不要随便和人发生关系，小心中招！
BV1af4y1A7o7 已经牛到超出认知的量子计算机！
BV1CR4y1n7ea 10天学会51单片机，为啥我用了10年依然一窍不通。
BV1Z3411t74e （会员 2021/11/28）現實中的他人地獄 老高與小茉 Mr &amp; Mrs Gao
BV1eq4y1R7FD 波在4个抛物面间的反射
BV1qQ4y1y78e 中国科技进步靠什么？靠外国科学仪器！
BV17U4y1c7jU 大闸蟹的蟹心极寒不能吃？我搜便文献，发现这个说法……
BV1zf4y1F7XD 黄金首饰真的能保值吗？珠宝黄金如何变现？
BV1uq4y1P7qq 高度近视100%遗传？想要近视不遗传，做好这几件事！【错过必哭】
BV1mU4y1F7jZ “日凌”大考顺利通过！天问一号全新任务即将开启
BV1gQ4y1X7ty 根管治疗手术全过程，长针插进去那酸爽，牙齿被钻来钻去看着就疼
BV1GR4y1p78X 虽然人类长头发这件事很奇怪，但头发还是多的好
BV1mb4y1b7Xu 1900-2020全球钢铁产量排行榜，120年钢铁发展史
BV1ob4y1t7Ts 斑马鱼胚胎腹膜-移动中巨噬细胞
BV1pu411o7S2 尿毒症患者的最后一天，去世后父亲想捐献眼角膜却没有成功
BV1c34y1R7iW 生物老师不会告诉你：你的出生系一场“宫斗”！【探谜】
BV1Cb4y1y7NB 脑梗在中国为什么越来越多，美国却在减少？这三点比补叶酸更重要
BV1gQ4y167xe 身上有仙缘的特征，你有没有“仙缘”？
BV1Tq4y1P78H L型恒星的历史
BV1rq4y1N7AU 百慕大三角之谜，可能跟暗能量有关？时空传送门？
BV1B34y1Z7kc 雪里的绿叶：冬青卫矛【天冬博物日志】【去看植物吧】
BV17341117KA 【涨知识】你给女朋友送过“巧克力”吗？
BV13Y411s73R 被割掉鱼翅的鲨鱼放回海里还能存活吗
BV1Mg411N7Wu 2秒钟判断，选1吨100元，还是100吨1元？
BV1uf4y1A7yS 中国北斗强在哪？45颗北斗卫星实现星间链路，覆盖全球200多个国家
BV1HP4y137s2 当车厢内的鸽子飞起来后，车重就会减少？这个视频将颠覆你的认知
BV1144y1b7dC 粉 嫰 的 珊 瑚 海
BV1MT4y1o7rW 印度空军&amp;陆军第15军-克什米尔斯利那加基地
BV1Dq4y1B7cU 花千亿打造的社区，却只有500人居住，盘点那些失败的大型项目
BV1Wq4y1k7JX 4000万年的美国栗为什么大难临头，最后靠中国板栗力挽狂澜！
BV1WQ4y1r7R9 为啥有人看到脚，脑海中就不可描述？
BV1z64y1Y7Wm 监控摄像头拍下超能力者救人瞬间！难道世界上真的存在特异功能？
BV1Gf4y1n7uY 西 瓜 放 大
BV1mQ4y1k7ij 蝗虫天敌来了，20万只粉红椋鸟驰援新疆，灭蝗大战开始！
BV1bM4y1w7P2 当兵的，为何生的都是女孩？生孩子的秘密，居然是……
BV1NT4y1R78U 【蜜雪冰城的十万个为什么】一颗云南咖啡豆的一生，只为一杯国货好咖啡！
BV1gb4y1h7Fx 饺子工厂是如何批量生产的？一小时竟然可以包5万颗
BV1uA411w7Y2 碳基芯片能否弯道超车？
BV1BR4y1n7kj 获得2021诺贝尔物理学奖的两位气候学家，到底如何预测了全球变暖
